"ÍSAT2008","ÍSAT2008_áp","Bálkur","Lýsing","Inniheldur","Inniheldur_einnig","Inniheldur_ekki"
"46.17.2","46172","G","Fiskmarkaðir",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.17.9","46179","G","Umboðsverslun með aðra matvöru, drykkjarvöru og tóbak",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.18.0","46180","G","Umboðsverslun sem sérhæfir sig í sölu á öðrum tilteknum vörum eða vöruflokkum",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99 - Starfsemi umboðsmanna í vátryggingum, sjá 66.22 - Starfsemi fasteignasala, sjá 68.20"
"46.19.0","46190","G","Blönduð umboðsverslun",,,"Til þessarar greinar telst ekki: - Heildverslun í eigin nafni, sjá 46.2 til 46.9 - Smásala umboðssala utan verslana, sjá 47.99"
"46.21.0","46210","G","Heildverslun með korn, óunnið tóbak, fræ og dýrafóður","Til þessarar greinar telst: - Heildverslun með korn og fræ - Heildverslun með olíurík aldin - Heildverslun með óunnið tóbak - Heildverslun með dýrafóður og hráefni úr landbúnaði, ót.a.",,"Til þessarar greinar telst ekki: - Heildverslun með textíltrefjar, sjá 46.76"
"46.22.0","46220","G","Heildverslun með blóm og plöntur",,,
"46.23.0","46230","G","Heildverslun með lifandi dýr",,,
"46.24.0","46240","G","Heildverslun með húðir, skinn og leður",,,
"46.31.0","46310","G","Heildverslun með ávexti og grænmeti",,,
"46.32.0","46320","G","Heildverslun með kjöt og kjötvöru",,,
"46.33.0","46330","G","Heildverslun með mjólkurafurðir, egg, matarolíu og -feiti","Til þessarar greinar telst: - Heildverslun með mjólkurafurðir - Heildverslun með egg og eggjaafurðir - Heildverslun með neysluhæfa jurta- eða dýraolíu og -feiti",,
"46.34.0","46340","G","Heildverslun með drykkjarvörur","Til þessarar greinar telst: - Heildverslun með áfenga drykki - Heildverslun með óáfenga drykki","Til þessarar greinar telst einnig: - Kaup á víni í heildsölupakkningum og átöppun án umbreytinga","Til þessarar greinar telst ekki: - Blöndun víns eða eimaðra, brenndra vína, sjá 11.01, 11.02"
"46.35.0","46350","G","Heildverslun með tóbaksvöru",,,
"46.36.0","46360","G","Heildverslun með sykur, súkkulaði og sælgæti","Til þessarar greinar telst: - Heildverslun með sykur, súkkulaði og sælgæti - Heildverslun með bakarísvöru",,
"46.37.0","46370","G","Heildverslun með kaffi, te, kakó og krydd",,,
"46.38.1","46381","G","Heildverslun með fisk og fiskafurðir",,,
"46.38.9","46389","G","Heildverslun með önnur ótalin matvæli","Til þessarar greinar telst: - Heildverslun með önnur ótalin matvæli   - Heildverslun með gæludýrafóður",,
"46.39.0","46390","G","Blönduð heildverslun með matvæli, drykkjarvöru og tóbak",,,
"46.41.0","46410","G","Heildverslun með textílvöru","Til þessarar greinar telst heildverslun með garn, vefnað, lín til heimilisnota, og aðra smáhluti sem fylgja textílvörum eins og nálar, saumþráð o.þ.h.",,"Til þessarar greinar telst ekki: - Heildverslun með textíltrefjar, sjá 46.76"
"46.42.0","46420","G","Heildverslun með fatnað og skófatnað","Til þessarar greinar telst: - Heildverslun með fatnað og skófatnað, þ.m.t. íþróttafatnað - Heildverslun með fylgihluti s.s. hanska, bindi og regnhlífar - Heildverslun með loðskinnsvöru",,"Til þessarar greinar telst ekki: - Heildverslun með skartgripi, sjá 46.48 - Heildverslun með leðurvörur, sjá 46.49 - Heildverslun með sérhæfðan skófatnað til íþróttaiðkunar s.s. skíðaskó, sjá 46.49"
"46.43.0","46430","G","Heildverslun með heimilistæki, útvörp, sjónvörp og tengdar vörur","Til þessarar greinar telst: - Heildverslun með ísskápa, frystiskápa, eldavélar, uppþvottavélar, þurrkara, þvottavélar, örbylgjuofna o.þ.h. - Heildverslun með útvörp, sjónvörp, hljómflutningstæki, myndbandstæki o.þ.h. - Heildverslun með ljósmyndabúnað o",,"Til þessarar greinar telst ekki: - Heildverslun með óátekin hljóð- og myndbönd, geisladiska, stafræna diska, sjá 46.52 - Heildverslun með saumavélar, sjá 46.64"
"46.44.1","46441","G","Heildverslun með postulín og glervöru",,,
"46.44.2","46442","G","Heildverslun með hreingerningarefni",,,
"46.45.0","46450","G","Heildverslun með ilmvötn og snyrtivörur",,,
"46.46.0","46460","G","Heildverslun með lyf og lækningavörur","Til þessarar greinar telst: - Heildverslun með lyf og lækningavörur, s.s. áhöld og tæki fyrir lækna og sjúkrahús, hjálpartæki fyrir sjúka og fatlaða",,
"46.47.0","46470","G","Heildverslun með húsgögn, teppi og ljósabúnað","Til þessarar greinar telst: - Heildverslun með húsgögn til heimilisnota - Heildverslun með teppi - Heildverslun með ljósabúnað",,"Til þessarar greinar telst ekki: - Heildverslun með skrifstofuhúsgögn, sjá 46.65"
"46.48.0","46480","G","Heildverslun með úr og skartgripi",,,
"46.49.0","46490","G","Heildverslun með aðrar vörur til heimilisnota","Til þessarar greinar telst: - Heildverslun með viðar-, tágar-, korkvörur o.þ.h. - Heildverslun með reiðhjól og hluti og aukabúnað til þeirra - Heildverslun með ritföng, bækur, tímarit og dagblöð - Heildverslun með leðurvörur og fylgihluti til ferðalag",,"Til þessarar greinar telst ekki:  - Heildverslun með íþróttafatnað, sjá 46.42"
"46.51.0","46510","G","Heildverslun með tölvur, jaðartæki fyrir tölvur og hugbúnað","Til þessarar greinar telst: - Heildverslun með tölvur og jaðarbúnað fyrir tölvur - Heildverslun með hugbúnað",,"Til þessarar greinar telst ekki: - Heildverslun með rafræna íhluti, sjá 46.52 - Heildverslun með skrifstofuvélar og –búnað, sjá 46.66"
"46.52.0","46520","G","Heildverslun með rafeinda- og fjarskiptabúnað og tengda hluti","Til þessarar greinar telst: - Heildverslun með síma- og fjarskiptabúnað - Heildverslun með óátekin hljóð- og myndbönd, disklinga, geisladiska (CD) og stafræna diska (DVD) - Heildverslun með rafeindaloka og -lampa - Heildverslun með hálfleiðara - Heil",,"Til þessarar greinar telst ekki: - Heildverslun með átekin hljóð- og myndbönd, geisladiska, stafræna diska, sjá 46.43 - Heildverslun með tölvur og jaðarbúnað í tölvur, sjá 46.51"
"46.61.0","46610","G","Heildverslun með landbúnaðarvélar, -tæki og hluti til þeirra","Til þessarar greinar telst: - Heildverslun með landbúnaðarvélar og –tæki, s.s. plóga, mykjudreifara, sáningsvélar, uppskeruvélar, þreskivélar, mjaltavélar, vélar til alifuglaræktar og dráttarvélar til nota í landbúnaði og skógrækt","Til þessarar greinar telst einnig: - Heildverslun með garðsláttuvélar",
"46.62.0","46620","G","Heildverslun með smíðavélar","Til þessarar greinar telst: - Heildverslun með hvers konar smíðavélar fyrir alls kyns efni","Til þessarar greinar telst einnig: - Heildverslun með tölvustýrðar smíðavélar",
"46.63.0","46630","G","Heildverslun með vélbúnað til námavinnslu, byggingarstarfsemi og mannvirkjagerðar",,,
"46.64.0","46640","G","Heildverslun með vélar til textíliðnaðar, sauma- og prjónavélar",,"Til þessarar greinar telst einnig: - Heildverslun með tölvustýrðar vélar til textíliðnaðar og tölvustýrðar sauma- og prjónavélar",
"46.65.0","46650","G","Heildverslun með skrifstofuhúsgögn","Til þessarar greinar telst: - Heildverslun með vörur sem flokkast í 31.01 (Framleiðsla á skrifstofu- og verslunarhúsgögnum)",,
"46.66.0","46660","G","Heildverslun með aðrar skrifstofuvélar og tæki","Til þessarar greinar telst ekki: - Heildverslun með tölvur og jaðarbúnað, sjá 46.51 - Heildverslun með rafeindahluti og síma- og fjarskiptabúnað, sjá 46.52",,
"46.69.1","46691","G","Heildverslun með skipsbúnað, veiðarfæri og fiskvinnsluvélar","Til þessarar greinar telst: - Heildverslun með skipsbúnað - Heildverslun með veiðarfæri og annan búnað og vélar til fiskveiða og fiskvinnslu",,
"46.69.9","46699","G","Heildverslun með aðrar ótaldar vélar og tæki","Til þessarar greinar telst: - Heildverslun með flutningatæki að undanskildum vélknúnum ökutækjum og reiðhjólum - Heildverslun með iðnaðarþjarka - Heildverslun með rafþræði og rofa og annan rafbúnað til iðnaðarnota - Heildverslun með önnur rafföng s.s.","Til þessarar greinar telst einnig: - Heildverslun með mælitæki og –búnað","Til þessarar greinar telst ekki: - Heildverslun með vélknúin ökutæki, tengivagna og hjólhýsi, sjá 45.1 - Heildverslun með hluti til vélknúinna ökutækja, sjá 45.31 - Heildverslun með vélhjól, sjá 45.40 - Heildverslun með reiðhjól, sjá 46.49"
"46.71.0","46710","G","Heildverslun með fast, fljótandi og loftkennt eldsneyti og skyldar vörur","Til þessarar greinar telst: - Heildverslun með eldsneyti vélknúinna ökutækja, feiti, smurefni, olíur s.s.: • viðarkol, kol, koks, viðareldsneyti og nafta • hráolíu, jarðolíu, dísileldsneyti, bensín, eldsneytisolíu, olíu til upphitunar og steinolíu • j",,
"46.72.0","46720","G","Heildverslun með málma og málmgrýti","Til þessarar greinar telst: - Heildverslun með málmgrýti (með eða án járns) - Heildverslun með málma í frumgerðum (með eða án járns) - Heildverslun með hálfunnar málmvörur ót.a. (með eða án járns) - Heildverslun með gull og aðra góðmálma",,"Til þessarar greinar telst ekki: - Heildverslun með málmúrgang, sjá 46.77"
"46.73.0","46730","G","Heildverslun með timbur, byggingarefni og hreinlætistæki","Til þessarar greinar telst: - Heildverslun með við og timbur - Heildverslun með málningu og lakk - Heildverslun með byggingarefni, s.s. sand og möl - Heildverslun með veggfóður og gólfefni, þó ekki teppi (sjá 46.47.0) - Heildverslun með flotgler - H",,
"46.74.0","46740","G","Heildverslun með járnvöru, búnað til pípu- og hitalagna og hluti til þeirra","Til þessarar greinar telst: - Heildverslun með járnvöru og lása - Heildverslun með tengihluti og festingar - Heildverslun með vatnshitara - Heildverslun með lagnir til hreinlætistækja, s.s. leiðslur, pípur, tengihluti, krana, t-laga stykki, tengi og g",,
"46.75.0","46750","G","Heildverslun með efnavörur","Til þessarar greinar telst: - Heildverslun með íðefni til iðnaðar: • anilín, prentlit, ilmolíur, iðnaðargas, efnalím, litunarefni, gerviresín, metanól, paraffín, lyktar- og bragðefni, sóta, iðnaðarsölt, -sýru og -brennistein, sterkjuafleiður o.þ.h. - H",,
"46.76.0","46760","G","Heildverslun með aðrar hálfunnar vörur","Til þessarar greinar telst: - Heildverslun með plastefni í frumgerðum - Heildverslun með gúmmí - Heildverslun með textíltrefjar o.þ.h. - Heildverslun með pappír í búlkum - Heildverslun með eðalsteina",,
"46.77.0","46770","G","Heildverslun með úrgangsefni og brotajárn","Til þessarar greinar telst: - Heildverslun með úrgang, brotajárn og efni til endurvinnslu, þ.m.t. að safna, flokka, aðgreina og taka í sundur vörur s.s. bíla til öflunar endurnýtanlegra hluta, pökkun og endurpökkun, geymsla og afgreiðsla, en án raunverul","Til þessarar greinar telst einnig: - Niðurrif bíla, tölva, sjónvarpa og annars búnaðar til endursölu nothæfra hluta","Til þessarar greinar telst ekki: - Sorphirða frá heimilum og iðnaði, sjá 38.1 - Meðhöndlun úrgangs til förgunar en ekki til frekari nota í framleiðsluferli í iðnaði, sjá 38.2  - Vinnsla úrgangs og brotajárns og annarra hluta í endurunnið hráefni þegar "
"46.90.0","46900","G","Blönduð heildverslun","Til þessarar greinar telst: - Heildverslun með sérhæfða vöru sem ekki telst til ofangreindra flokka - Heildverslun með fjölda vörutegunda án sérhæfingar",,
"47.11.1","47111","G","Stórmarkaðir og matvöruverslanir","Til þessarar greinar telst: - Starfsemi verslana þar sem auk sölu á matvælum, drykkjarvörum og tóbaki er verslað með margvíslega aðra vöru, s.s. fatnað, húsgögn, heimilistæki, járnvöru og snyrtivöru",,
"47.11.2","47112","G","Söluturnar","Til þessarar greinar telst: - Smásala í sjoppum og söluturnum með aðaláherslu á vissar tegundir matvöru, svo og sælgæti, drykkjarvöru og tóbak, sem opnir eru utan venjulegs verslunartíma, t.d. um nætur og helgar",,"Til þessarar greinar telst ekki: - Starfsemi skyndibitastaða, sjá 56.10 - Leiga á myndböndum og -diskum, sjá 77.22"
"47.19.0","47190","G","Önnur blönduð smásala","Til þessarar greinar telst: - Smásala ýmissa vara þar sem matvörur, drykkjarvörur eða tóbak eru ekki aðalvörur - Starfsemi deildaskiptra verslana með blandaða smásölu, þ.m.t. fatnað, húsgögn, tækjabúnað, járnvöru, snyrtivörur, skartgripi, leikföng, íþró",,
"47.21.0","47210","G","Smásala á ávöxtum og grænmeti í sérverslunum",,,
"47.22.0","47220","G","Smásala á kjöti og kjötvöru í sérverslunum",,,
"47.23.0","47230","G","Fiskbúðir","Til þessarar greinar telst: - Smásala á fiski, krabbadýrum og lindýrum í sérverslunum",,
"47.24.0","47240","G","Smásala á brauði, kökum, sætabrauði og sælgæti í sérverslunum","Til þessarar greinar telst: - Smásala á brauði, kökum og sætabrauði án reksturs eigin bakarís - Smásala á konfekti og sælgæti í sérverslunum - Rekstur ísbúða",,
"47.25.0","47250","G","Smásala á drykkjarvöru í sérverslunum","Til þessarar greinar teljast sérverslanir með áfengar og óáfengar drykkjarvörur sem ekki eru til neyslu á staðnum.",,
"47.26.0","47260","G","Smásala á tóbaksvörum í sérverslunum",,,
"47.29.0","47290","G","Önnur smásala á matvælum í sérverslunum",,,
"47.30.0","47300","G","Bensínstöðvar",,,"Til þessarar greinar telst ekki: - Heildsala á eldsneyti, sjá 46.71 - Smásala á fljótandi jarðolíugasi til eldunar eða hitunar, sjá 47.78.9"
"47.41.0","47410","G","Smásala á tölvum, jaðarbúnaði og hugbúnaði í sérverslunum","Til þessarar greinar telst: - Smásala á tölvum, leikjatölvum og jaðartækjum fyrir tölvur - Smásala á hugbúnaði, þ.m.t. tölvuleikjum",,"Til þessarar greinar telst ekki: - Smásala á óáteknum böndum og diskum, sjá 47.63"
"47.42.0","47420","G","Smásala á fjarskiptabúnaði í sérverslunum",,,
"47.43.0","47430","G","Smásala á hljóð- og myndbandsbúnaði í sérverslunum","Til þessarar greinar telst: - Smásala á útvarps- og sjónvarpstækjum - Smásala á hljóð- og myndbandsbúnaði - Smásala á geisla- og DVD spilurum og upptökutækjum",,
"47.51.0","47510","G","Smásala á textílvörum í sérverslunum",,,"Til þessarar greinar telst ekki: - Smásala á fatnaði, sjá 47.71 - Smásala á gluggatjöldum, sjá 47.53"
"47.52.1","47521","G","Smásala á járn- og byggingarvöru í sérverslunum","Til þessarar greinar telst: - Smásala á járnvöru - Smásala á flotgleri - Smásala á öðru byggingarefni s.s. viði, hreinlætistækjum og múrsteinum - Smásala á efni og tækjum til viðgerða og viðhalds","Til þessarar greinar telst einnig: - Smásala á innréttingum - Smásala á garðsláttuvélum",
"47.52.2","47522","G","Smásala á málningu í sérverslunum","Til þessarar greinar telst: - Smásala á málningu, lakki og lakkmálningu",,
"47.53.0","47530","G","Smásala á teppum, mottum, gluggatjöldum, vegg- og gólfefnum í sérverslunum",,,
"47.54.0","47540","G","Smásala á heimilistækjum í sérverslunum","Til þessarar greinar telst: - Smásala á eldavélum, ofnum, örbylgjuofnum - Smásala á uppþvottavélum, þvottavélum og þurrkurum - Smásala á kaffivélum, ryksugum, saumavélum og öðrum rafknúnum heimilistækjum",,"Til þessarar greinar telst ekki: - Smásala á hljóð- og myndbandsbúnaði, sjá 47.43 - Smásala á heimilistækjum sem ekki eru rafknúin, sjá 47.59"
"47.59.1","47591","G","Smásala á húsgögnum í sérverslunum",,,"Til þessarar greinar telst ekki: - Smásala á fornmunum, sjá 47.79"
"47.59.2","47592","G","Smásala á ljósabúnaði í sérverslunum",,,
"47.59.3","47593","G","Smásala á hljóðfærum í sérverslunum",,,
"47.59.9","47599","G","Smásala á öðrum ótöldum heimilisbúnaði í sérverslunum","Til þessarar greinar telst: - Smásala á búsáhöldum og hnífapörum, leirtaui, glervöru, postulíni og leirvöru til heimilisnota - Smásala á viðar-, kork- og tágavöru - Smásala á öryggiskerfum, s.s. læsibúnaði, peningaskápum og öryggisgeymslum, án uppsetni",,"Til þessarar greinar telst ekki: - Smásala á fornmunum, sjá 47.79"
"47.61.0","47610","G","Smásala á bókum í sérverslunum","Til þessarar greinar telst ekki: - Smásala á notuðum bókum eða fornbókum, sjá 47.79",,
"47.62.0","47620","G","Smásala á dagblöðum og ritföngum í sérverslunum",,,
"47.63.0","47630","G","Smásala á tónlistar- og myndupptökum í sérverslunum","Til þessarar greinar telst: - Smásala á tónlistarupptökum, hljóðböndum, geisladiskum og snældum - Smásala á myndböndum og stafrænum diskum (DVD)","Til þessarar greinar telst einnig: - Smásala á óáteknum böndum og diskum",
"47.64.0","47640","G","Smásala á íþrótta- og tómstundabúnaði í sérverslunum","Til þessarar greinar telst: - Smásala á íþróttavörum, veiðarfærum, viðlegubúnaði, bátum og reiðhjólum",,
